python_tag,benchmark,class,mode,threads,rep,timeout
3.13t,FT,W,3,32,2,259000
3.14t,FT,W,3,32,2,259000
3.15t,FT,W,3,32,2,259000
3.13t,FT,W,3,32,3,259000
3.14t,FT,W,3,32,3,259000
3.15t,FT,W,3,32,3,259000
3.13t,IS,W,2,1,1,259000
3.14t,IS,W,2,1,1,259000
3.15t,IS,W,2,1,1,259000
3.13t,IS,W,2,1,2,259000
3.14t,IS,W,2,1,2,259000
3.15t,IS,W,2,1,2,259000
3.13t,IS,W,2,1,3,259000
3.14t,IS,W,2,1,3,259000
3.15t,IS,W,2,1,3,259000
3.13t,IS,W,2,4,1,259000
3.14t,IS,W,2,4,1,259000
3.15t,IS,W,2,4,1,259000
3.13t,IS,W,2,4,2,259000
3.14t,IS,W,2,4,2,259000
3.15t,IS,W,2,4,2,259000
3.13t,IS,W,2,4,3,259000
3.14t,IS,W,2,4,3,259000
3.15t,IS,W,2,4,3,259000
3.13t,IS,W,2,16,1,259000
3.14t,IS,W,2,16,1,259000
3.15t,IS,W,2,16,1,259000
3.13t,IS,W,2,16,2,259000
3.14t,IS,W,2,16,2,259000
3.15t,IS,W,2,16,2,259000
3.13t,IS,W,2,16,3,259000
3.14t,IS,W,2,16,3,259000
3.15t,IS,W,2,16,3,259000
3.13t,IS,W,2,32,1,259000
3.14t,IS,W,2,32,1,259000
3.15t,IS,W,2,32,1,259000
3.13t,IS,W,2,32,2,259000
3.14t,IS,W,2,32,2,259000
3.15t,IS,W,2,32,2,259000
3.13t,IS,W,2,32,3,259000
3.14t,IS,W,2,32,3,259000
3.15t,IS,W,2,32,3,259000
3.13t,IS,W,3,1,1,259000
3.14t,IS,W,3,1,1,259000
3.15t,IS,W,3,1,1,259000
3.13t,IS,W,3,1,2,259000
3.14t,IS,W,3,1,2,259000
3.15t,IS,W,3,1,2,259000
3.13t,IS,W,3,1,3,259000
3.14t,IS,W,3,1,3,259000
3.15t,IS,W,3,1,3,259000
3.13t,IS,W,3,4,1,259000
3.14t,IS,W,3,4,1,259000
3.15t,IS,W,3,4,1,259000
3.13t,IS,W,3,4,2,259000
3.14t,IS,W,3,4,2,259000
3.15t,IS,W,3,4,2,259000
3.13t,IS,W,3,4,3,259000
3.14t,IS,W,3,4,3,259000
3.15t,IS,W,3,4,3,259000
3.13t,IS,W,3,16,1,259000
3.14t,IS,W,3,16,1,259000
3.15t,IS,W,3,16,1,259000
3.13t,IS,W,3,16,2,259000
3.14t,IS,W,3,16,2,259000
3.15t,IS,W,3,16,2,259000
3.13t,IS,W,3,16,3,259000
3.14t,IS,W,3,16,3,259000
3.15t,IS,W,3,16,3,259000
3.13t,IS,W,3,32,1,259000
3.14t,IS,W,3,32,1,259000
3.15t,IS,W,3,32,1,259000
3.13t,IS,W,3,32,2,259000
3.14t,IS,W,3,32,2,259000
3.15t,IS,W,3,32,2,259000
3.13t,IS,W,3,32,3,259000
3.14t,IS,W,3,32,3,259000
3.15t,IS,W,3,32,3,259000
3.13t,MG,W,2,1,1,259000
3.14t,MG,W,2,1,1,259000
3.15t,MG,W,2,1,1,259000
3.13t,MG,W,2,1,2,259000
3.14t,MG,W,2,1,2,259000
3.15t,MG,W,2,1,2,259000
3.13t,MG,W,2,1,3,259000
3.14t,MG,W,2,1,3,259000
3.15t,MG,W,2,1,3,259000
3.13t,MG,W,2,4,1,259000
3.14t,MG,W,2,4,1,259000
3.15t,MG,W,2,4,1,259000
3.13t,MG,W,2,4,2,259000
3.14t,MG,W,2,4,2,259000
3.15t,MG,W,2,4,2,259000
3.13t,MG,W,2,4,3,259000
3.14t,MG,W,2,4,3,259000
3.15t,MG,W,2,4,3,259000
3.13t,MG,W,2,16,1,259000
3.14t,MG,W,2,16,1,259000
3.15t,MG,W,2,16,1,259000
3.13t,MG,W,2,16,2,259000
3.14t,MG,W,2,16,2,259000
3.15t,MG,W,2,16,2,259000
3.13t,MG,W,2,16,3,259000
3.14t,MG,W,2,16,3,259000
3.15t,MG,W,2,16,3,259000
3.13t,MG,W,2,32,1,259000
3.14t,MG,W,2,32,1,259000
3.15t,MG,W,2,32,1,259000
3.13t,MG,W,2,32,2,259000
3.14t,MG,W,2,32,2,259000
3.15t,MG,W,2,32,2,259000
3.13t,MG,W,2,32,3,259000
3.14t,MG,W,2,32,3,259000
3.15t,MG,W,2,32,3,259000
3.13t,MG,W,3,1,1,259000
3.14t,MG,W,3,1,1,259000
3.15t,MG,W,3,1,1,259000
3.13t,MG,W,3,1,2,259000
3.14t,MG,W,3,1,2,259000
3.15t,MG,W,3,1,2,259000
3.13t,MG,W,3,1,3,259000
3.14t,MG,W,3,1,3,259000
3.15t,MG,W,3,1,3,259000
3.13t,MG,W,3,4,1,259000
3.14t,MG,W,3,4,1,259000
3.15t,MG,W,3,4,1,259000
3.13t,MG,W,3,4,2,259000
3.14t,MG,W,3,4,2,259000
3.15t,MG,W,3,4,2,259000
3.13t,MG,W,3,4,3,259000
3.14t,MG,W,3,4,3,259000
3.15t,MG,W,3,4,3,259000
3.13t,MG,W,3,16,1,259000
3.14t,MG,W,3,16,1,259000
3.15t,MG,W,3,16,1,259000
3.13t,MG,W,3,16,2,259000
3.14t,MG,W,3,16,2,259000
3.15t,MG,W,3,16,2,259000
3.13t,MG,W,3,16,3,259000
3.14t,MG,W,3,16,3,259000
3.15t,MG,W,3,16,3,259000
3.13t,MG,W,3,32,1,259000
3.14t,MG,W,3,32,1,259000
3.15t,MG,W,3,32,1,259000
3.13t,MG,W,3,32,2,259000
3.14t,MG,W,3,32,2,259000
3.15t,MG,W,3,32,2,259000
3.13t,MG,W,3,32,3,259000
3.14t,MG,W,3,32,3,259000
3.15t,MG,W,3,32,3,259000
